大标题,文章标题,分类,作者,文章地址,,,,,,
jobs,grab 怎么样? 可以去吗?,职场话题,codeguru,https://www.v2ex.com/t/405943#reply1,,,,,,
jobs,[上海张江] SoC 设计/验证工程师,酷工作,annagao,https://www.v2ex.com/t/405909#reply1,,,,,,
jobs,"[掌阅科技] Python 大坑若干， P5-P6,",酷工作,irisddx,https://www.v2ex.com/t/405928#reply0,,,,,,
jobs,[北京][精英初创团队][出海 APP]诚聘 Python 爬虫开发、 Python 后台服务开发,酷工作,MaSheng,https://www.v2ex.com/t/405886#reply1,,,,,,
jobs,[南京栖霞区] 招聘系统测试工程师,酷工作,annagao,https://www.v2ex.com/t/405924#reply0,,,,,,
jobs,有哪些网站能接到兼职的开发任务,酷工作,qiaoyang,https://www.v2ex.com/t/405914#reply0,,,,,,
jobs,如何带好团队？,职场话题,simplise,https://www.v2ex.com/t/405797#reply16,,,,,,
jobs,[南京] 求 Python 抓取系统工程师，有图有真相（可实习，全职薪资： 8-16K*13 个月，实习到手： 200-400￥/天）,酷工作,gouwudang,https://www.v2ex.com/t/405732#reply11,,,,,,
jobs,[北京] 孔明科技(新三板上市公司)招聘前端工程师 2 人,酷工作,youhua,https://www.v2ex.com/t/405794#reply2,,,,,,
jobs,[深圳] 再来一波社招研发岗位~~~,酷工作,WinnieX,https://www.v2ex.com/t/405784#reply1,,,,,,
jobs,[深圳] 来一波研发实习，同学们戳！,酷工作,WinnieX,https://www.v2ex.com/t/405776#reply0,,,,,,
jobs,[杭州] 全民直播×手印直播 核心技术团队 15W/年—40W/年 诚聘 Windows 客户端开发工程师、Golang 开发工程师、高级 Node.js 工程师、安卓工程师、 PHP 工程师、测试工程师、QT 开发工程师、前端工程师等,酷工作,904002115,https://www.v2ex.com/t/405747#reply0,,,,,,
jobs,[上海] 大数据 -- 多个职位持续招聘,酷工作,hienchu,https://www.v2ex.com/t/405745#reply0,,,,,,
jobs,[上海] [ Linux 内核] [PCIE SSD] 上海宝存招聘 Linux 内核工程师，欢迎应届毕业生,酷工作,stanleymiao,https://www.v2ex.com/t/405847#reply2,,,,,,
jobs,[上海张江] 全民直播 直播行业最强技术团队 20W/年—50W/年 急聘 web 前端开发工程师、node 开发工程师、ETL 开发工程师、高级数据分析师、DBA 工程师、高级 IOS 开发工程师、BI 工程师 大牛坐镇,酷工作,904002115,https://www.v2ex.com/t/405739#reply0,,,,,,
jobs,[昆山] 江苏立讯机器人招聘软件（web）开发工程师,酷工作,notes,https://www.v2ex.com/t/405473#reply14,,,,,,
jobs,[远程工作] Android 开发工程师,酷工作,1043909336,https://www.v2ex.com/t/405637#reply3,,,,,,
jobs,[杭州]别人关心你过没过双十一，而我只关心你想不想来 [阿里],酷工作,darknighten,https://www.v2ex.com/t/405598#reply3,,,,,,
jobs,[广州][20k-40k] 知名券商研发工程师招聘(前后端/iOS/Android),酷工作,outlier,https://www.v2ex.com/t/405531#reply21,,,,,,
jobs,"所以长沙的 IT 环境这么糟糕? 无意浏览了几个 JD 帖子, 薪水还没我这个毕业一年的高( 上海 )",职场话题,kunluanbudang,https://www.v2ex.com/t/405609#reply13,,,,,,
jobs,面试遇到不懂技术的 hr,职场话题,niceday,https://www.v2ex.com/t/405540#reply8,,,,,,
jobs,[广西灵山县] 前端(Vue/React) / 微信小程序 / PHP 开发，可全职/兼职/实习,酷工作,0xef,https://www.v2ex.com/t/405611#reply9,,,,,,
jobs,[美团点评-北京社招] 研发招聘专场（ Java /C++）,酷工作,Dacaibao,https://www.v2ex.com/t/405733#reply0,,,,,,
jobs,高级前端研发工程师　　／波兰／,酷工作,benjarry,https://www.v2ex.com/t/405421#reply15,,,,,,
jobs,卖疯了，据说天猫精灵双 11 卖了 100 万台，你买到了吗？,酷工作,ZackYang,https://www.v2ex.com/t/405589#reply22,,,,,,
jobs,[求职] 想要一份 Java 工程师的工作，已经绝望了这个城市，有人愿意听一下我的经历吗,求职,337136897,https://www.v2ex.com/t/405393#reply30,,,,,,
jobs,来一波今日头条内推～各种职位,酷工作,litachil,https://www.v2ex.com/t/405804#reply0,,,,,,
jobs,[今日头条] 诚聘后端/前端研发工程师,酷工作,EchoFUN,https://www.v2ex.com/t/405310#reply7,,,,,,
jobs,[上海 / 北京] [小红书] iOS / Android 高级工程师 [18-35K ]（3 - 5 年经验）,酷工作,threeknife,https://www.v2ex.com/t/405564#reply2,,,,,,
jobs,[招聘贴] 如果身边有对新媒体感兴趣的朋友，欢迎推荐！ [招聘岗位] 新媒体电商运营实习、信息流广告优化师、新媒体运营实习,酷工作,CNAX,https://www.v2ex.com/t/405242#reply7,,,,,,
jobs,[北京] 全栈开发工程师,酷工作,sjlee,https://www.v2ex.com/t/405309#reply2,,,,,,
jobs,[社招] [今日头条-国际化] NLP 算法工程师,酷工作,bytedance,https://www.v2ex.com/t/405752#reply0,,,,,,
jobs,[太原] 高级 Java 、前端、移动端开发工程师 —— 潜在意向者联系中,酷工作,pianyao,https://www.v2ex.com/t/405125#reply13,,,,,,
jobs,[广州] 生活健康领域-潮汐 招聘 Android 研发工程师、产品设计师、内容运营,酷工作,xingzhi,https://www.v2ex.com/t/405256#reply11,,,,,,
deals,迫于生计，求 PS4 的游戏,二手交易,noBuy,https://www.v2ex.com/t/405859#reply20,,,,,,
deals,有 V 友出李志的跨年票吗？,二手交易,Junghh,https://www.v2ex.com/t/405967#reply4,,,,,,
deals,出售 iPadmini4-2800 元,二手交易,fengai0915,https://www.v2ex.com/t/405950#reply4,,,,,,
deals,求南山金蝶软件园食堂饭卡一张,二手交易,chihuo,https://www.v2ex.com/t/405945#reply3,,,,,,
deals,1919 元京东货未拆封的 Bose QC35 黑色 1 代,二手交易,t2doo,https://www.v2ex.com/t/405842#reply6,,,,,,
deals,￥ 100 出个 iMazing 2: Universal License for Mac & Windows,二手交易,jiezhi,https://www.v2ex.com/t/405862#reply8,,,,,,
deals,卖短信发送模块,二手交易,CareiOS,https://www.v2ex.com/t/405963#reply1,,,,,,
deals,收个天猫魔盒 3 pro,二手交易,kimchan,https://www.v2ex.com/t/405885#reply3,,,,,,
deals,收一个支持电信的手机,二手交易,rockdai,https://www.v2ex.com/t/405946#reply2,,,,,,
deals,iPhone 8 Plus 64G 有转让的吗？,二手交易,qwertyssp,https://www.v2ex.com/t/405851#reply23,,,,,,
deals,杭州出小米活塞耳机，一黑一白,二手交易,AlkTTT,https://www.v2ex.com/t/405878#reply3,,,,,,
deals,马里奥奥德赛全新未拆封便宜出啦,二手交易,yongboy,https://www.v2ex.com/t/405956#reply0,,,,,,
deals,出优酷 vip 会员一年，双十一感恩回馈的， 80 元，（赚 10 元辛苦费）,二手交易,momoda1,https://www.v2ex.com/t/405845#reply8,,,,,,
deals,收一台开发用笔记本，各位的大佬有换新的吗？性价比合适就收，本吊在此谢过拉,二手交易,rink00,https://www.v2ex.com/t/405857#reply1,,,,,,
deals,这里有人转让李志 2017-2018 跨年的演出门票吗？,二手交易,iamet,https://www.v2ex.com/t/405951#reply0,,,,,,
deals,10 块收虾米 svip 年费,二手交易,LZRng,https://www.v2ex.com/t/405817#reply17,,,,,,
deals,帮朋友问下这个笔记本能出多少,二手交易,ycmchong,https://www.v2ex.com/t/405872#reply5,,,,,,
deals,买多了一个电源，出全新海盗船 Vs550,二手交易,Azumo,https://www.v2ex.com/t/405922#reply0,,,,,,
deals,出霍尼韦尔 KJ410F 升级版 PAC000BW 1500￥抵用券,二手交易,zcljy,https://www.v2ex.com/t/405897#reply1,,,,,,
deals,出一台 X220，九成新,二手交易,xielemon,https://www.v2ex.com/t/405903#reply0,,,,,,
deals,出一个 nexus player 美版 450,二手交易,icecard7,https://www.v2ex.com/t/405888#reply0,,,,,,
deals,K2p MTK 银色，已刷好 Pandavan， 150 非偏远包邮,二手交易,elvinyao,https://www.v2ex.com/t/405871#reply0,,,,,,
deals,Ps4 游戏：合金装备 5 港版中文 幻痛,二手交易,freetstar,https://www.v2ex.com/t/405854#reply2,,,,,,
deals,北京试出一个 罗技 MX master 2S 蓝色,二手交易,l0ng,https://www.v2ex.com/t/405864#reply0,,,,,,
deals,出一台定制版 Mac mini,二手交易,WhongN,https://www.v2ex.com/t/405758#reply13,,,,,,
deals,收一台 iPhone SE 或着 6s 6sp 或者更新的机器 ，,二手交易,burby,https://www.v2ex.com/t/405820#reply5,,,,,,
deals,回血自刀出 iPhone 6S 64G,二手交易,binss,https://www.v2ex.com/t/405771#reply9,,,,,,
deals,慢收一台雅马哈 p 系列电钢,二手交易,STRRL,https://www.v2ex.com/t/405816#reply5,,,,,,
deals,北京 iPhone 8 Plus 银色 64G 5788 原价转让,二手交易,zhuziyi,https://www.v2ex.com/t/405805#reply5,,,,,,
deals,虾米 SVIP 年卡，原价 128， 64 出。提供手机虾米注册的手机号即可。,二手交易,Tianny,https://www.v2ex.com/t/405659#reply21,,,,,,
deals,1111 结束回血出几个电子产品， fiil wireless/dell 2414h/kindle oasis/ 奥林巴斯 ep5 [北京],二手交易,asdingo,https://www.v2ex.com/t/405672#reply8,,,,,,
deals,"出一个 K2P,四个 s7 体脂称",二手交易,xiaoxixi,https://www.v2ex.com/t/405741#reply7,,,,,,
deals,出苹果设备： belkin Thunderbolt 2 HUB 9.5 新； Macbook Air 11.6 2015 款全新未拆封,二手交易,Precious,https://www.v2ex.com/t/405793#reply2,,,,,,
deals,[低价收] 求老铁出《javascript 高级程序设计 第 3 版》和《javascript 权威指南》,二手交易,squallsdjl,https://www.v2ex.com/t/405746#reply20,,,,,,
deals,"迫于生计和购买小米智能家庭套装的欲望, 出一台 Nexus 6 64GB 和烧屏的 Moto 360",二手交易,chenyiping1995,https://www.v2ex.com/t/405790#reply2,,,,,,
deals,收个二手路由器，能支持 SS 就好了,二手交易,johncang,https://www.v2ex.com/t/405728#reply11,,,,,,
deals,帮友收台 6 或者 6s 以上的，另外出张京东 3000-211 优惠券,二手交易,SuT2i,https://www.v2ex.com/t/405766#reply6,,,,,,
deals,千图网原创 VIP 有一起来拼团的吗？,优惠信息,zrj766,https://www.v2ex.com/t/405792#reply0,,,,,,
deals,出售 k2p,二手交易,rails3,https://www.v2ex.com/t/405751#reply2,,,,,,
deals,迫于老婆想跳舞，收个 xone 的 Kinect,二手交易,yutou527,https://www.v2ex.com/t/405763#reply3,,,,,,
deals,出一台带黑苹果+双硬盘的小米笔记本 Air13 寸,二手交易,gettoset,https://www.v2ex.com/t/405762#reply2,,,,,,
deals,出 iPhone8 的原装耳机,二手交易,aixiaoge,https://www.v2ex.com/t/405775#reply1,,,,,,
deals,收一台坚果 Pro 2 : ),二手交易,yumumu,https://www.v2ex.com/t/405695#reply10,,,,,,
deals,出一台华硕 N53SN,二手交易,minuo0day,https://www.v2ex.com/t/405684#reply8,,,,,,
deals,出一些东西，真的非常认真地在卖东西！进来看图就知道了。关键词： Nexus 5X、D-555、tado?、Nexus 5、PSV、HD598、LaMetric Time,二手交易,FradSer,https://www.v2ex.com/t/405646#reply15,,,,,,
deals,迫生，慢收一台 S8.本来想等一加 5t，可是张老板好像有点将就,二手交易,du84751841,https://www.v2ex.com/t/405738#reply5,,,,,,
deals,"送几张狗东券， 3000-211， 400-40, 免邮券各一张",二手交易,kneason,https://www.v2ex.com/t/405753#reply1,,,,,,
deals,杭州收一个 256G 黑色的 iPhone x，有多的朋友吗,二手交易,StockerMan,https://www.v2ex.com/t/405756#reply0,,,,,,
deals,浦科特 M.2 SSD 256GB SATA PX-256M7VG,二手交易,ranye,https://www.v2ex.com/t/405662#reply12,,,,,,
deals,转卖 surface 3(非 pro) and BOSE QC25,优惠信息,NoahNye,https://www.v2ex.com/t/405718#reply3,,,,,,
city,没过双十一的人多不？,生活,stebest,https://www.v2ex.com/t/405705#reply62,,,,,,
city,萌萌的小奶狗找有爱心主人,上海,liiihhhh,https://www.v2ex.com/t/405604#reply13,,,,,,
city,求问大源村临江苑小区怎么样。在看租房，那边稍微有点偏，小区也没有物管费，不知道治安还有管理什么的如何？有小伙伴知道吗？,成都,tuot,https://www.v2ex.com/t/405625#reply9,,,,,,
city,你们的字写的怎么样？,生活,niceday,https://www.v2ex.com/t/405254#reply62,,,,,,
city,问一下深圳用联通的同志，这信号你们怎么忍,深圳,clwool,https://www.v2ex.com/t/405153#reply46,,,,,,
city,充分感受到了中国严重的老龄化,北京,depress,https://www.v2ex.com/t/405018#reply142,,,,,,
city,上海八号线杨思站找个室友， 1750 包水电网，押一付一，只能留两天,上海,gelilaohuang,https://www.v2ex.com/t/405492#reply4,,,,,,
city,2 号线广兰路附近 春港丽园 独卫主卧 大阳台 个人转租 2300,上海,guoxiaoqian,https://www.v2ex.com/t/405558#reply0,,,,,,
city,有成都联通转互联网套餐成功的吗?,成都,andyhuangsir,https://www.v2ex.com/t/402297#reply29,,,,,,
city,深圳宽带续费有什么优惠价么？,深圳,Song4uIn,https://www.v2ex.com/t/405325#reply4,,,,,,
city,2017 代码静修日（Global Day of Coderetreat）上海站,上海,asj,https://www.v2ex.com/t/405839#reply0,,,,,,
city,v 友们，你们有没有刷到这样的一条微博,深圳,Azra,https://www.v2ex.com/t/405288#reply8,,,,,,
city,我觉得某宝上定金膨胀之类的商品最好不要买，另外问一下『买了之后七天内无条件退货』的钱是全款还是扣除定金？,生活,Newyorkcity,https://www.v2ex.com/t/405415#reply4,,,,,,
city,骑单车再一次被罚,深圳,l57t7q,https://www.v2ex.com/t/404815#reply107,,,,,,
city,北京在哪里配眼镜比较靠谱？,北京,tamlok,https://www.v2ex.com/t/405296#reply27,,,,,,
city,[深圳] 白石洲西马健身房双十一活动“买一送一”，我只需要一张卡，可有小伙伴一起,深圳,cszchen,https://www.v2ex.com/t/404777#reply3,,,,,,
city,杭州互联网金融上市公司-同花顺 招聘 c++客户端开发工程师,杭州,heirenhr,https://www.v2ex.com/t/404168#reply17,,,,,,
city,#珍爱网高薪招聘#,深圳,zhenaiHR,https://www.v2ex.com/t/405056#reply6,,,,,,
city,"(深圳)房屋转租,立减 1000",深圳,mlyknown,https://www.v2ex.com/t/405073#reply0,,,,,,
city,我们找了一些 LGBT 朋友，谈了一下有关出柜的话题。,广州,Serendipity7,https://www.v2ex.com/t/405089#reply2,,,,,,
city,[北京招聘] T11 直带技术团队 / 爱云校招聘数据、前端、后端工程师，小伙伴们快来砸简历呐！,北京,tuntunjiang,https://www.v2ex.com/t/404318#reply10,,,,,,
city,#珍爱网高薪招聘#,深圳,zhenaiHR,https://www.v2ex.com/t/405027#reply1,,,,,,
city,招租 万胜围琶洲新村大次卧 男女不限 欢迎程序员 2000,广州,viro1314,https://www.v2ex.com/t/404891#reply15,,,,,,
city,有携程的同学么？ 来说说 携程虐童事件的内幕吧？,上海,chunyao1986,https://www.v2ex.com/t/404693#reply14,,,,,,
city,投诉电信不让转天翼大流量套餐,北京,wangchb,https://www.v2ex.com/t/403677#reply19,,,,,,
city,求问深圳怎么租房靠谱？有什么租房平台介绍？,深圳,007undefined,https://www.v2ex.com/t/403774#reply6,,,,,,
city,[广告]高新园大冲新城花园二居转租,深圳,rockss,https://www.v2ex.com/t/404761#reply12,,,,,,
city,zhihu：《如何看待 2017 腾讯全球合作伙伴大会》,成都,est,https://www.v2ex.com/t/404720#reply4,,,,,,
city,[房东直租] 广州天河东圃大马路电梯房整租，可短租 6 个月,广州,xinyidao,https://www.v2ex.com/t/404786#reply0,,,,,,
city,去上海找工作了，住哪,上海,caijihui11,https://www.v2ex.com/t/404396#reply10,,,,,,
city,西三旗带独立卫浴主卧转租（单人 2600/月， 双人/2900）,北京,tinycold,https://www.v2ex.com/t/403922#reply9,,,,,,
city,固戍地铁站旁单身公寓转租,深圳,marktown,https://www.v2ex.com/t/404306#reply1,,,,,,
city,嘉定 南翔 11 号线 槎溪路 找室友,上海,w269568775,https://www.v2ex.com/t/404632#reply0,,,,,,
city,用微信还信用卡下月起收费：每月超 5000 元部分收 0.1%,信用卡,soli,https://www.v2ex.com/t/404384#reply4,,,,,,
city,上海现在派出所还上门登记身份证信息？,上海,krisbai,https://www.v2ex.com/t/404157#reply16,,,,,,
city,上海龙华路上找个室友,上海,yanze0613,https://www.v2ex.com/t/402547#reply6,,,,,,
city,"小工具, 进京证办理提醒",北京,582033,https://www.v2ex.com/t/404015#reply3,,,,,,
city,杨浦 12 号线爱国路 找室友 地铁站 5 分钟路程,上海,XGiFt,https://www.v2ex.com/t/404336#reply7,,,,,,
city,广州皮肤科有什么好介绍的么,广州,sundayhk,https://www.v2ex.com/t/404111#reply23,,,,,,
city,杨浦 8 号线延吉中路 安图新村找女室友,上海,alage,https://www.v2ex.com/t/404258#reply5,,,,,,
qna,人工智能厉害在哪里呢？,问与答,liteyou,https://www.v2ex.com/t/405938#reply21,,,,,,
qna,win10 是不是 16g 内存才是标配啊,问与答,admirez,https://www.v2ex.com/t/405935#reply23,,,,,,
qna,Mac 版 Chrome 浏览器地址栏输入 taobao.c*m 自动跳转到淘宝客连接，请问如何定位问题？,问与答,DT27,https://www.v2ex.com/t/405836#reply6,,,,,,
qna,联通异地如何办理互联网套餐？,问与答,openSUSE,https://www.v2ex.com/t/405895#reply13,,,,,,
qna,求推荐耳机（内有详细需求）,问与答,dxfree,https://www.v2ex.com/t/405887#reply26,,,,,,
qna,在咸鱼上出售虚拟币 中招了,问与答,samlee123,https://www.v2ex.com/t/405840#reply27,,,,,,
qna,"除了[罗辑思维], 还有哪些节奏紧凑且内容丰富的播客?",问与答,LxExExl,https://www.v2ex.com/t/405968#reply1,,,,,,
qna,我就想知道，有多少人因为看不懂淘宝的双十一规则选择不买了？,问与答,z62381968,https://www.v2ex.com/t/405843#reply51,,,,,,
qna,家庭装修，水电线路需要做备份吗？,问与答,gdtv,https://www.v2ex.com/t/405849#reply62,,,,,,
qna,IPV6 地址的使用？,问与答,F2Sky,https://www.v2ex.com/t/405962#reply8,,,,,,
qna,买了一个 5T 的移动硬盘，问下哪种分区格式值得推荐。,问与答,xderam,https://www.v2ex.com/t/405902#reply11,,,,,,
qna,[求助] Windows 平台显示器怎么选？,问与答,lgpqdwjh,https://www.v2ex.com/t/405916#reply12,,,,,,
qna,PayPal 里的美元余额，怎么提现到国内储蓄卡？,问与答,Loyalsoldier,https://www.v2ex.com/t/405780#reply39,,,,,,
qna,联通新日租卡申请踩坑,问与答,lusheldon,https://www.v2ex.com/t/405939#reply6,,,,,,
qna,[外包] web 语音即时通信项目,问与答,barb,https://www.v2ex.com/t/405918#reply1,,,,,,
qna,安卓手机，有什么好的输入法推荐？,问与答,xiaochengxu,https://www.v2ex.com/t/405686#reply86,,,,,,
qna,只谈技术：菜鸟裹裹中，导入包裹功能，是怎么实现的？,问与答,kalman03,https://www.v2ex.com/t/405925#reply11,,,,,,
qna,有什么国家 / 地区的运营商不记名而且国际漫游特别便宜吗？,问与答,Technetiumer,https://www.v2ex.com/t/405800#reply33,,,,,,
qna,每天的流量消费都在 200M 以下（保证不超），但是一周 5 天每天都用，办什么套餐最省钱？,问与答,Hazgut,https://www.v2ex.com/t/405814#reply26,,,,,,
qna,Java 下有啥 api 可以比较两个 pojo 类，找出不同的属性？,问与答,esolve,https://www.v2ex.com/t/405915#reply8,,,,,,
qna,同年限的 PHP 和 Java 谁工资高啊？那个发展好点？,问与答,babayao,https://www.v2ex.com/t/405868#reply12,,,,,,
qna,怎么克隆一个 centos 系统？包括一些生产用的编译文件等 200g，系统设置等,问与答,xingwing,https://www.v2ex.com/t/405841#reply12,,,,,,
qna,请问大家，移动有什么通话比较划算的套餐吗？我现在发现很多事情不能看官方公布的消息，世间有很多隐藏功法（运营商套餐）,问与答,akaayy,https://www.v2ex.com/t/405830#reply13,,,,,,
qna,请教如何能将 QQ 和微信的聊天记录从 iOS 客户端同步到 mac 客户端？,问与答,xshoushoux,https://www.v2ex.com/t/405893#reply2,,,,,,
qna,松下冲牙器的电池款和充电款选哪个,问与答,admirez,https://www.v2ex.com/t/405838#reply14,,,,,,
qna,个人健康数据有什么玩法？,问与答,discrete,https://www.v2ex.com/t/405930#reply0,,,,,,
qna,有什么免费的 Linux 服务器安全软件推荐?,问与答,Dullsir,https://www.v2ex.com/t/405850#reply6,,,,,,
qna,接网页设计、APP 界面设计以及平面设计项目,问与答,dm9217,https://www.v2ex.com/t/405911#reply0,,,,,,
qna,冬天野外的流浪猫狗如何生存呢？,问与答,GooMS,https://www.v2ex.com/t/405556#reply94,,,,,,
qna,有人对开发 VSCode 扩展感兴趣么,问与答,sneezry,https://www.v2ex.com/t/405865#reply4,,,,,,
qna,华硕 AC1900P 外接移动硬盘卡死,问与答,eltonto187,https://www.v2ex.com/t/405829#reply6,,,,,,
qna,业余时间做一些中英文档互译的工作，收入如何？,问与答,1oNflow,https://www.v2ex.com/t/405881#reply0,,,,,,
qna,ipfs+filecoin 有没有取代 private tracker 下载的应用？,问与答,cy97cool,https://www.v2ex.com/t/405767#reply14,,,,,,
qna,系统老是短时间内负载过高， 经常跑到 500-800，有什么排查思路么,问与答,yuedingwangji,https://www.v2ex.com/t/405863#reply0,,,,,,
qna,这么多只能音箱品牌，你看好谁？,问与答,wangqianfront,https://www.v2ex.com/t/405806#reply19,,,,,,
qna,你们的老师在课堂上讲过哪些水课,问与答,ENDiF,https://www.v2ex.com/t/405942#reply0,,,,,,
qna,真心对某些进城的乡下人无语，住到城市里搞封建活动也就算了，晚上居然放鞭炮,问与答,jugelizi,https://www.v2ex.com/t/405588#reply79,,,,,,
qna,有没有大王卡转新出的联通米粉日租卡的？,问与答,stevenhan,https://www.v2ex.com/t/405778#reply12,,,,,,
qna,大家有发现指纹识别，用了一段时间之后，识别率会逐渐降低吗？,问与答,iConnect,https://www.v2ex.com/t/405655#reply43,,,,,,
qna,Firefox/Chrome 怎么保存 svg 图片？,问与答,cqcn1991,https://www.v2ex.com/t/405810#reply4,,,,,,
hot,为什么 有人会说 Java 是垃圾的语言,Java,AlphaIce,https://www.v2ex.com/t/405828#reply83,,,,,,
hot,家庭装修，水电线路需要做备份吗？,问与答,gdtv,https://www.v2ex.com/t/405849#reply62,,,,,,
hot,我花了一天，做了一款和「百度」比肩的 OCR 图片识字工具 iText,分享创造,quietjosen,https://www.v2ex.com/t/405827#reply56,,,,,,
hot,我就想知道，有多少人因为看不懂淘宝的双十一规则选择不买了？,问与答,z62381968,https://www.v2ex.com/t/405843#reply52,,,,,,
hot,公务员+程序员=年薪 40 万,程序员,CloudnuY,https://www.v2ex.com/t/405858#reply39,,,,,,
hot,自己搭建的网站，怎么提高点击率。,Python,addsionhuey,https://www.v2ex.com/t/405832#reply32,,,,,,
hot,在咸鱼上出售虚拟币 中招了,问与答,samlee123,https://www.v2ex.com/t/405840#reply27,,,,,,
hot,求推荐耳机（内有详细需求）,问与答,dxfree,https://www.v2ex.com/t/405887#reply26,,,,,,
hot,iPhone 充电器通用吗,Apple,thomaswang,https://www.v2ex.com/t/405873#reply24,,,,,,
hot,昨天在狗东买了一大批书，才 145，真赤??,分享发现,ChenSir,https://www.v2ex.com/t/405853#reply23,,,,,,
hot,win10 是不是 16g 内存才是标配啊,问与答,admirez,https://www.v2ex.com/t/405935#reply23,,,,,,
hot,人工智能厉害在哪里呢？,问与答,liteyou,https://www.v2ex.com/t/405938#reply21,,,,,,
hot,上海联通 288 一年的 200Mbps 宽带体验结果,宽带症候群,exiaohao,https://www.v2ex.com/t/405869#reply19,,,,,,
hot,有没有可以根据地点提示的待办事项的软件?,Android,woshichuanqilz,https://www.v2ex.com/t/405894#reply19,,,,,,
hot,手游吃鸡，这体验能玩？,游戏,ddddup,https://www.v2ex.com/t/405927#reply18,,,,,,
hot,新型 iMessage 垃圾短信，还无法举报,Apple,OscarUsingChen,https://www.v2ex.com/t/405826#reply17,,,,,,
hot,松下冲牙器的电池款和充电款选哪个,问与答,admirez,https://www.v2ex.com/t/405838#reply14,,,,,,
hot,参与小米双十一定金膨胀金优惠购买 20 寸箱子，不能退差价。。。。。,程序员,kaka8wp,https://www.v2ex.com/t/405867#reply14,,,,,,
hot,关于.service 文件的编写,Linux,warcraft1236,https://www.v2ex.com/t/405934#reply14,,,,,,
hot,吐槽联通的 4G 网络,分享发现,shily,https://www.v2ex.com/t/405952#reply14,,,,,,
hot,请问大家，移动有什么通话比较划算的套餐吗？我现在发现很多事情不能看官方公布的消息，世间有很多隐藏功法（运营商套餐）,问与答,akaayy,https://www.v2ex.com/t/405830#reply13,,,,,,
hot,联通异地如何办理互联网套餐？,问与答,openSUSE,https://www.v2ex.com/t/405895#reply13,,,,,,
hot,怎么克隆一个 centos 系统？包括一些生产用的编译文件等 200g，系统设置等,问与答,xingwing,https://www.v2ex.com/t/405841#reply12,,,,,,
hot,同年限的 PHP 和 Java 谁工资高啊？那个发展好点？,问与答,babayao,https://www.v2ex.com/t/405868#reply12,,,,,,
hot,[求助] Windows 平台显示器怎么选？,问与答,lgpqdwjh,https://www.v2ex.com/t/405916#reply12,,,,,,
hot,买了一个 5T 的移动硬盘，问下哪种分区格式值得推荐。,问与答,xderam,https://www.v2ex.com/t/405902#reply11,,,,,,
hot,OSX 汉化用力过猛了？,全球工单系统,wxsm,https://www.v2ex.com/t/405921#reply11,,,,,,
hot,只谈技术：菜鸟裹裹中，导入包裹功能，是怎么实现的？,问与答,kalman03,https://www.v2ex.com/t/405925#reply11,,,,,,
hot,曝光『广州天拓网络技术有限公司』，骗子公司，发 offer 时承诺的社保/公积金基数和签订合同时不符。,职场话题,barbery,https://www.v2ex.com/t/405919#reply10,,,,,,
hot,vps 看来是没救了，打算买个新的。请问买了新的还能绑定以前的域名吗？,宽带症候群,metorm,https://www.v2ex.com/t/405860#reply9,,,,,,
hot,注意米粉联通卡 1 元日租和 3 元不限是两种卡,分享发现,heiyutian,https://www.v2ex.com/t/405923#reply9,,,,,,
hot,怎么关闭本机防火墙,Arch,jinya,https://www.v2ex.com/t/405940#reply9,,,,,,
hot,Java 下有啥 api 可以比较两个 pojo 类，找出不同的属性？,问与答,esolve,https://www.v2ex.com/t/405915#reply8,,,,,,
r2,关于.service 文件的编写,Linux,warcraft1236,https://www.v2ex.com/t/405934#reply14,,,,,,
r2,吐槽联通的 4G 网络,分享发现,shily,https://www.v2ex.com/t/405952#reply14,,,,,,
r2,win10 是不是 16g 内存才是标配啊,问与答,admirez,https://www.v2ex.com/t/405935#reply23,,,,,,
r2,[花点时间] 的鲜花质量问题,全球工单系统,airyland,https://www.v2ex.com/t/405936#reply8,,,,,,
r2,阿里巴巴资深 Java /开发专家（紧急）职位需求,酷工作,hackbuteer,https://www.v2ex.com/t/405929#reply4,,,,,,
r2,人工智能厉害在哪里呢？,问与答,liteyou,https://www.v2ex.com/t/405938#reply21,,,,,,
r2,"[掌阅科技] Python 大坑若干， P5-P6,",酷工作,irisddx,https://www.v2ex.com/t/405928#reply0,,,,,,
r2,爱奇艺招聘高级/资深 Java 开发工程师,酷工作,uleone,https://www.v2ex.com/t/405947#reply0,,,,,,
r2,请教一个关于 js 异步/同步流程的问题,程序员,Corbusier,https://www.v2ex.com/t/405959#reply2,,,,,,
r2,个人健康数据有什么玩法？,问与答,discrete,https://www.v2ex.com/t/405930#reply0,,,,,,
r2,Advance.AI 招聘 Java 工程师、大数据工程师！,酷工作,qkjwpdre,https://www.v2ex.com/t/405931#reply0,,,,,,
r2,你们的老师在课堂上讲过哪些水课,问与答,ENDiF,https://www.v2ex.com/t/405942#reply0,,,,,,
r2,IPV6 地址的使用？,问与答,F2Sky,https://www.v2ex.com/t/405962#reply8,,,,,,
r2,小鸣单车还能退押金吗？,全球工单系统,falcon05,https://www.v2ex.com/t/405966#reply7,,,,,,
r2,怎么关闭本机防火墙,Arch,jinya,https://www.v2ex.com/t/405940#reply9,,,,,,
